co_posicao;sg_area;co_item;tx_gabarito;co_habilidade;in_item_aban;tx_motivo_aban;nu_param_a;nu_param_b;nu_param_c;tx_cor;co_prova;id;ano;cor;meio_aplicacao;num_questao;area;texto_questao;texto_base;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;tp_lingua;in_item_adaptado;tp_versao_digital
12;CH;73636;C;28.0;0;;1.4497;2.75231;0.08528;AZUL;85;12_CH_AZUL;2010.0;AZUL;PAPEL;12.0;CH;A serraria construía ramais ferroviários que adentravam as grandes matas, onde grandes locomotivas com guindastes e correntes gigantescas de mais de 100 metros arrastavam, para as composições de trem, as toras que jaziam abatidas por equipes de trabalhadores que anteriormente passavam pelo local. Quando o guindaste arrastava as grandes toras em direção à composição de trem, os ervais nativos que existiam em meio às matas eram destruídos por este deslocamento.MACHADO P. P. Lideranças do Contestado. Campinas: Unicamp.2004 (adaptado). No início do século XX, uma série de empreendimentos capitalistas chegou à região do meio-oeste de Santa Catarina – ferrovias, serrarias e projetos de colonização. Os impactos sociais gerados por esse processo estão na origem da chamada Guerra do Contestado. Entre tais impactos, encontrava-se A a absorção dos trabalhadores rurais como trabalhadores da serraria, resultando em um processo de êxodo rural. B o desemprego gerado pela introdução das novas máquinas, que diminuíam a necessidade de mão de obra. C a desorganização da economia tradicional, que sustentava os posseiros e os trabalhadores rurais da região. D a diminuição do poder dos grandes coronéis da região, que passavam disputar o poder político com os novos agentes. E o crescimento dos conflitos entre os operários empregados nesses empreendimentos e os seus proprietários, ligados ao capital internacional. ;A serraria construía ramais ferroviários que adentravam as grandes matas, onde grandes locomotivas com guindastes e correntes gigantescas de mais de 100 metros arrastavam, para as composições de trem, as toras que jaziam abatidas por equipes de trabalhadores que anteriormente passavam pelo local. Quando o guindaste arrastava as grandes toras em direção à composição de trem, os ervais nativos que existiam em meio às matas eram destruídos por este deslocamento.MACHADO P. P. Lideranças do Contestado. Campinas: Unicamp.2004 (adaptado). No início do século XX, uma série de empreendimentos capitalistas chegou à região do meio-oeste de Santa Catarina – ferrovias, serrarias e projetos de colonização. Os impactos sociais gerados por esse processo estão na origem da chamada Guerra do Contestado. Entre tais impactos, encontrava-se; a absorção dos trabalhadores rurais como trabalhadores da serraria, resultando em um processo de êxodo rural.; o desemprego gerado pela introdução das novas máquinas, que diminuíam a necessidade de mão de obra.; a desorganização da economia tradicional, que sustentava os posseiros e os trabalhadores rurais da região.; a diminuição do poder dos grandes coronéis da região, que passavam disputar o poder político com os novos agentes.; o crescimento dos conflitos entre os operários empregados nesses empreendimentos e os seus proprietários, ligados ao capital internacional.;;;
13;CH;58951;C;8.0;0;;1.19627;2.01448;0.23469;AZUL;85;13_CH_AZUL;2010.0;AZUL;PAPEL;13.0;CH;As secas e o apelo econômico da borracha — produto que no final do século XIX alcançava preços altos nos mercados internacionais — motivaram a movimentação de massas humanas oriundas do Nordeste do Brasil para o Acre. Entretanto, até o início do século XX, essa região pertencia à Bolívia, embora a maioria da sua população fosse brasileira e não obedecesse à autoridade boliviana.Para reagir à presença de brasileiros, o governo de La Paz negociou o arrendamento da região a uma entidade internacional, o Bolivian Syndicate, iniciando violentas disputas dos dois lados da fronteira. O conflito só terminou em 1903, com a assinatura do Tratado de Petrópolis, pelo qual o Brasil comprou o território por 2 milhões de libras esterlinas.DISPONÍVEL em: www.mre.gov.br. Acesso em: 03 nov. 2008 (adaptado) Compreendendo o contexto em que ocorreram os fatos apresentados, o Acre tornou-se parte do território nacional brasileiro A pela formalização do Tratado de Petrópolis, que indenizava o Brasil pela sua anexação. B por meio do auxílio do Bolivian Syndicate aos emigrantes brasileiros na região. C devido à crescente emigração de brasileiros que exploravam os seringais. D em função da presença de inúmeros imigrantes estrangeiros na região. E pela indenização que os emigrantes brasileiros pagaram à Bolívia. ;As secas e o apelo econômico da borracha — produto que no final do século XIX alcançava preços altos nos mercados internacionais — motivaram a movimentação de massas humanas oriundas do Nordeste do Brasil para o Acre. Entretanto, até o início do século XX, essa região pertencia à Bolívia, embora a maioria da sua população fosse brasileira e não obedecesse à autoridade boliviana.Para reagir à presença de brasileiros, o governo de La Paz negociou o arrendamento da região a uma entidade internacional, o Bolivian Syndicate, iniciando violentas disputas dos dois lados da fronteira. O conflito só terminou em 1903, com a assinatura do Tratado de Petrópolis, pelo qual o Brasil comprou o território por 2 milhões de libras esterlinas.DISPONÍVEL em: www.mre.gov.br. Acesso em: 03 nov. 2008 (adaptado) Compreendendo o contexto em que ocorreram os fatos apresentados, o Acre tornou-se parte do território nacional brasileiro; pela formalização do Tratado de Petrópolis, que indenizava o Brasil pela sua anexação.; por meio do auxílio do Bolivian Syndicate aos emigrantes brasileiros na região.; devido à crescente emigração de brasileiros que exploravam os seringais.; em função da presença de inúmeros imigrantes estrangeiros na região.; pela indenização que os emigrantes brasileiros pagaram à Bolívia.;;;
14;CH;73807;C;29.0;0;;2.69961;1.95426;0.12663;AZUL;85;14_CH_AZUL;2010.0;AZUL;PAPEL;14.0;CH;No dia 28 de fevereiro de 1985, era inaugurada a Estrada de Ferro Carajás, pertencente e diretamente operada pela Companhia Vale do Rio Doce (CVRD), na região Norte do país, ligando o interior ao principal porto da região, em São Luís. Por seus, aproximadamente, 900 quilô - metros de linha, passam, hoje, 5353 vagões e 100 loco - motivas.Dísponivel em: http://www.transportes.gov.br. Acesso em 27 jul.2010 (adaptado). A ferrovia em questão é de extrema importância para a logística do setor primário da economia brasileira, em especial para porções dos estados do Pará e Maranhão. Um argumento que destaca a importância estratégica dessa porção do território é a A produção de energia para as principais áreas industriais do país. B produção sustentável de recursos minerais não metálicos. C capacidade de produção de minerais metálicos. D logística de importação de matérias-primas industriais. E produção de recursos minerais energéticos. ;No dia 28 de fevereiro de 1985, era inaugurada a Estrada de Ferro Carajás, pertencente e diretamente operada pela Companhia Vale do Rio Doce (CVRD), na região Norte do país, ligando o interior ao principal porto da região, em São Luís. Por seus, aproximadamente, 900 quilô - metros de linha, passam, hoje, 5353 vagões e 100 loco - motivas.Dísponivel em: http://www.transportes.gov.br. Acesso em 27 jul.2010 (adaptado). A ferrovia em questão é de extrema importância para a logística do setor primário da economia brasileira, em especial para porções dos estados do Pará e Maranhão. Um argumento que destaca a importância estratégica dessa porção do território é a; produção de energia para as principais áreas industriais do país.; produção sustentável de recursos minerais não metálicos.; capacidade de produção de minerais metálicos.; logística de importação de matérias-primas industriais.; produção de recursos minerais energéticos. ;;;
15;CH;72403;B;29.0;0;;1.51697;2.25613;0.20476;AZUL;85;15_CH_AZUL;2010.0;AZUL;PAPEL;15.0;CH;A usina hidrelétrica de Belo Monte será construída no rio Xingu, no município de Vitória de Xingu, no Pará. A usina será a terceira maior do mundo e a maior totalmente brasileira, com capacidade de 11,2 mil megawatts. Os índios do Xingu tomam a paisagem com seus cocares, arcos e flechas. Em Altamira, no Pará, agricultores fecharam estradas de uma região que será inundada pelas águas da usina.BACOCCINA, D. QUEIROZ, G.: BORGES, R. Fim do leilão,começo da confusão. Istoé Dinheiro. Ano 13, n.o 655, 28 abri 2010(adaptado). Os impasses, resistências e desafios associados à construção da Usina Hidrelétrica de Belo Monte estão relacionados A ao potencial hidrelétrico dos rios no norte e nordeste quando comparados às bacias hidrográficas das regiões Sul, Sudeste e Centro-Oeste do país. B à necessidade de equilibrar e compatibilizar o investimento no crescimento do país com os esforços para a conservação ambiental. C à grande quantidade de recursos disponíveis para as obras e à escassez dos recursos direcionados para o pagamento pela desapropriação das terras. D ao direito histórico dos indígenas à posse dessas terras e à ausência de reconhecimento desse direito por parte das empreiteiras. E ao aproveitamento da mão de obra especializada disponível na região Norte e o interesse das construtoras na vinda de profissionais do Sudeste do país. ;A usina hidrelétrica de Belo Monte será construída no rio Xingu, no município de Vitória de Xingu, no Pará. A usina será a terceira maior do mundo e a maior totalmente brasileira, com capacidade de 11,2 mil megawatts. Os índios do Xingu tomam a paisagem com seus cocares, arcos e flechas. Em Altamira, no Pará, agricultores fecharam estradas de uma região que será inundada pelas águas da usina.BACOCCINA, D. QUEIROZ, G.: BORGES, R. Fim do leilão,começo da confusão. Istoé Dinheiro. Ano 13, n.o 655, 28 abri 2010(adaptado). Os impasses, resistências e desafios associados à construção da Usina Hidrelétrica de Belo Monte estão relacionados; ao potencial hidrelétrico dos rios no norte e nordeste quando comparados às bacias hidrográficas das regiões Sul, Sudeste e Centro-Oeste do país.; à necessidade de equilibrar e compatibilizar o investimento no crescimento do país com os esforços para a conservação ambiental.; à grande quantidade de recursos disponíveis para as obras e à escassez dos recursos direcionados para o pagamento pela desapropriação das terras.; ao direito histórico dos indígenas à posse dessas terras e à ausência de reconhecimento desse direito por parte das empreiteiras.; ao aproveitamento da mão de obra especializada disponível na região Norte e o interesse das construtoras na vinda de profissionais do Sudeste do país.;;;
16;CH;58263;E;11.0;0;;1.69144;1.19262;0.10864;AZUL;85;16_CH_AZUL;2010.0;AZUL;PAPEL;16.0;CH;O Império Inca, que corresponde principalmente aos territórios da Bolívia e do Peru, chegou a englobar enorme contingente populacional. Cuzco, a cidade sagrada, era o centro administrativo, com uma sociedade fortemente estratificada e composta por imperadores, nobres, sacerdotes, funcionários do governo, artesãos, camponeses, escravos e soldados. A religião contava com vários deuses, e a base da economia era a agricultura. principalmente o cultivo da batata e do milho. A principal característica da sociedade inca era a A ditadura teocrática, que igualava a todos. B existência da igualdade social e da coletivização da terra. C estrutura social desigual compensada pela coletivização de todos os bens. D existência de mobilidade social, o que levou à composição da elite pelo mérito. E impossibilidade de se mudar de extrato social e a existência de uma aristocracia hereditária. ;O Império Inca, que corresponde principalmente aos territórios da Bolívia e do Peru, chegou a englobar enorme contingente populacional. Cuzco, a cidade sagrada, era o centro administrativo, com uma sociedade fortemente estratificada e composta por imperadores, nobres, sacerdotes, funcionários do governo, artesãos, camponeses, escravos e soldados. A religião contava com vários deuses, e a base da economia era a agricultura. principalmente o cultivo da batata e do milho. A principal característica da sociedade inca era a; ditadura teocrática, que igualava a todos.; existência da igualdade social e da coletivização da terra.; estrutura social desigual compensada pela coletivização de todos os bens.; existência de mobilidade social, o que levou à composição da elite pelo mérito.; impossibilidade de se mudar de extrato social e a existência de uma aristocracia hereditária. ;;;
17;CH;71319;A;18.0;0;;2.27333;1.10434;0.22374;AZUL;85;17_CH_AZUL;2010.0;AZUL;PAPEL;17.0;CH;"Coube aos Xavante e aos Timbira, povos indígenas do Cerrado, um recente e marcante gesto simbólico: a realização de sua tradicional corrida de toras (de buriti) em plena Avenida Paulista (SP), para denunciar o cerco de suas terras e a degradação de seus entornos pelo avançodo agronegócio.RICARDO, B.; RICARDO, F. Povos indígenas do Brasil: 2001-2005. São Paulo: Instituto Socioambiental, 2006 (adaptado). A questão indígena contemporânea no Brasil evidencia a relação dos usos socioculturais da terra com os atuais problemas socioambientais, caracterizados pelas tensões entre A a expansão territorial do agronegócio, em especial nas regiões Centro-Oeste e Norte, e as leis de proteção indígena e ambiental. B os grileiros articuladores do agronegócio e os povos indígenas pouco organizados no Cerrado. C as leis mais brandas sobre o uso tradicional do meio ambiente e as severas leis sobre o uso capitalista do meio ambiente. D os povos indígenas do Cerrado e os polos econômicos representados pelas elites industriais paulistas. E o campo e a cidade no Cerrado, que faz com que as terras indígenas dali sejam alvo de invasões urbanas. ";"Coube aos Xavante e aos Timbira, povos indígenas do Cerrado, um recente e marcante gesto simbólico: a realização de sua tradicional corrida de toras (de buriti) em plena Avenida Paulista (SP), para denunciar o cerco de suas terras e a degradação de seus entornos pelo avançodo agronegócio.RICARDO, B.; RICARDO, F. Povos indígenas do Brasil: 2001-2005. São Paulo: Instituto Socioambiental, 2006 (adaptado). A questão indígena contemporânea no Brasil evidencia a relação dos usos socioculturais da terra com os atuais problemas socioambientais, caracterizados pelas tensões entre"; a expansão territorial do agronegócio, em especial nas regiões Centro-Oeste e Norte, e as leis de proteção indígena e ambiental.; os grileiros articuladores do agronegócio e os povos indígenas pouco organizados no Cerrado.; as leis mais brandas sobre o uso tradicional do meio ambiente e as severas leis sobre o uso capitalista do meio ambiente.; os povos indígenas do Cerrado e os polos econômicos representados pelas elites industriais paulistas.; o campo e a cidade no Cerrado, que faz com que as terras indígenas dali sejam alvo de invasões urbanas.;;;
18;CH;72046;B;11.0;0;;2.00942;3.12945;0.10072;AZUL;85;18_CH_AZUL;2010.0;AZUL;PAPEL;18.0;CH;Os vestígios dos povos Tupi-guarani encontram-se desde as Missões e o rio da Prata, ao sul, até o Nordeste, com algumas ocorrências ainda mal conhecidas no sul da Amazônia. A leste, ocupavam toda a faixa litorânea, desde o Rio Grande do Sul até o Maranhão. A oeste, aparece (no rio da Prata) no Paraguai e nas terras baixas da Bolívia. Evitam as terras inundáveis do Pantanal e marcam sua presença discretamente nos cerrados do Brasil central. De fato, ocuparam, de preferência, as regiões de floresta tropical e subtropical.PROUS. A. O Brasil antes dos brasileiros. Rio de Janeiro: JorgeZahar. Editor, 2005. Os povos indígenas citados possuíam tradições culturais específicas que os distinguiam de outras sociedades indígenas e dos colonizadores europeus. Entre as tradições tupi-guarani, destacava-se A a organização em aldeias politicamente independentes, dirigidas por um chefe, eleito pelos indivíduos mais velhos da tribo. B a ritualização da guerra entre as tribos e o caráter semissedentário de sua organização social. C a conquista de terras mediante operações militares, o que permitiu seu domínio sobre vasto território. D o caráter pastoril de sua economia, que prescindia da agricultura para investir na criação de animais. E o desprezo pelos rituais antropofágicos praticados em outras sociedades indígenas. ;Os vestígios dos povos Tupi-guarani encontram-se desde as Missões e o rio da Prata, ao sul, até o Nordeste, com algumas ocorrências ainda mal conhecidas no sul da Amazônia. A leste, ocupavam toda a faixa litorânea, desde o Rio Grande do Sul até o Maranhão. A oeste, aparece (no rio da Prata) no Paraguai e nas terras baixas da Bolívia. Evitam as terras inundáveis do Pantanal e marcam sua presença discretamente nos cerrados do Brasil central. De fato, ocuparam, de preferência, as regiões de floresta tropical e subtropical.PROUS. A. O Brasil antes dos brasileiros. Rio de Janeiro: JorgeZahar. Editor, 2005. Os povos indígenas citados possuíam tradições culturais específicas que os distinguiam de outras sociedades indígenas e dos colonizadores europeus. Entre as tradições tupi-guarani, destacava-se; a organização em aldeias politicamente independentes, dirigidas por um chefe, eleito pelos indivíduos mais velhos da tribo.; a ritualização da guerra entre as tribos e o caráter semissedentário de sua organização social.; a conquista de terras mediante operações militares, o que permitiu seu domínio sobre vasto território.; o caráter pastoril de sua economia, que prescindia da agricultura para investir na criação de animais.; o desprezo pelos rituais antropofágicos praticados em outras sociedades indígenas.;;;
19;CH;57779;C;5.0;0;;1.16823;1.8229;0.2094;AZUL;85;19_CH_AZUL;2010.0;AZUL;PAPEL;19.0;CH;"Os tropeiros foram figuras decisivas na formação de vilarejos e cidades do Brasil colonial. A palavra tropeiro vem de ""tropa"" que, no passado, se referia ao conjunto de homens que transportava gado e mercadoria. Por volta do século XVIII, muita coisa era levada de um lugar a outro no lombo de mulas. O tropeirismo acabou associado à atividade mineradora, cujo auge foi a exploração de ouro em Minas Gerais e, mais tarde, em Goiás. A extração de pedras preciosas também atraiu grandes contingentes populacionais para as novas áreas e, por isso, era cada vez mais necessário dispor de alimentos e produtos básicos. A alimentação dos tropeiros era constituída por toucinho, feijão preto, farinha, pimenta-do-reino, café, fubá e coité (um molho de vinagre com fruto cáustico espremido). Nos pousos, os tropeiros comiam feijão quase sem molho com pedaços de carne de sol e toucinho, que era servido com farofa e couve picada. O feijão tropeiro é um dos pratos típicos da cozinha mineira e recebe esse nome porque era preparado pelos cozinheiros das tropas que conduziam o gado.Disponível em http://www.tribunadoplanalto.com.br. Acesso em: 27 nov. 2008. A criação do feijão tropeiro na culinária brasileira está relacionada à A atividade comercial exercida pelos homens que trabalhavam nas minas. B atividade culinária exercida pelos moradores cozinheiros que viviam nas regiões das minas. C atividade mercantil exercida pelos homens que transportavam gado e mercadoria. D atividade agropecuária exercida pelos tropeiros que necessitavam dispor de alimentos. E atividade mineradora exercida pelos tropeiros no auge da exploração do ouro. ";"Os tropeiros foram figuras decisivas na formação de vilarejos e cidades do Brasil colonial. A palavra tropeiro vem de ""tropa"" que, no passado, se referia ao conjunto de homens que transportava gado e mercadoria. Por volta do século XVIII, muita coisa era levada de um lugar a outro no lombo de mulas. O tropeirismo acabou associado à atividade mineradora, cujo auge foi a exploração de ouro em Minas Gerais e, mais tarde, em Goiás. A extração de pedras preciosas também atraiu grandes contingentes populacionais para as novas áreas e, por isso, era cada vez mais necessário dispor de alimentos e produtos básicos. A alimentação dos tropeiros era constituída por toucinho, feijão preto, farinha, pimenta-do-reino, café, fubá e coité (um molho de vinagre com fruto cáustico espremido). Nos pousos, os tropeiros comiam feijão quase sem molho com pedaços de carne de sol e toucinho, que era servido com farofa e couve picada. O feijão tropeiro é um dos pratos típicos da cozinha mineira e recebe esse nome porque era preparado pelos cozinheiros das tropas que conduziam o gado.Disponível em http://www.tribunadoplanalto.com.br. Acesso em: 27 nov. 2008. A criação do feijão tropeiro na culinária brasileira está relacionada à"; atividade comercial exercida pelos homens que trabalhavam nas minas.; atividade culinária exercida pelos moradores cozinheiros que viviam nas regiões das minas.; atividade mercantil exercida pelos homens que transportavam gado e mercadoria.; atividade agropecuária exercida pelos tropeiros que necessitavam dispor de alimentos.; atividade mineradora exercida pelos tropeiros no auge da exploração do ouro.;;;
20;CH;70759;C;2.0;0;;2.88413;0.16023;0.22054;AZUL;85;20_CH_AZUL;2010.0;AZUL;PAPEL;20.0;CH;Quem construiu a Tebas de sete portas?Nos livros estão nomes de reis.Arrastaram eles os blocos de pedra?E a Babilônia várias vezes destruída. Quem a reconstruiu tantas vezes?Em que casas da Lima dourada moravam os construtores?Para onde foram os pedreiros, na noite em que a Muralhada China ficou pronta?A grande Roma está cheia de arcos do triunfo.Quem os ergueu? Sobre quem triunfaram os césares?BRECHT, B. Perguntas de um trabalhador que lê.Disponível em: http://recantodasletras.uol.com.br. Acesso em:28 abr. 2010. Partindo das reflexões de um trabalhador que lê um livro de História, o autor censura a memória construída sobre determinados monumentos e acontecimentos históricos. A crítica refere-se ao fato de que A os agentes históricos de uma determinada sociedade deveriam ser aqueles que realizaram feitos heroicos ou grandiosos e, por isso, ficaram na memória. B a História deveria se preocupar em memorizar os nomes de reis ou dos governantes das civilizações que se desenvolveram ao longo do tempo. C grandes monumentos históricos foram construídos por trabalhadores, mas sua memória está vinculada aos governantes das sociedades que os construíram. D os trabalhadores consideram que a História é uma ciência de difícil compreensão, pois trata de sociedades antigas e distantes no tempo. E as civilizações citadas no texto, embora muito importantes, permanecem sem terem sido alvos de pesquisas históricas. ;Quem construiu a Tebas de sete portas?Nos livros estão nomes de reis.Arrastaram eles os blocos de pedra?E a Babilônia várias vezes destruída. Quem a reconstruiu tantas vezes?Em que casas da Lima dourada moravam os construtores?Para onde foram os pedreiros, na noite em que a Muralhada China ficou pronta?A grande Roma está cheia de arcos do triunfo.Quem os ergueu? Sobre quem triunfaram os césares?BRECHT, B. Perguntas de um trabalhador que lê.Disponível em: http://recantodasletras.uol.com.br. Acesso em:28 abr. 2010. Partindo das reflexões de um trabalhador que lê um livro de História, o autor censura a memória construída sobre determinados monumentos e acontecimentos históricos. A crítica refere-se ao fato de que; os agentes históricos de uma determinada sociedade deveriam ser aqueles que realizaram feitos heroicos ou grandiosos e, por isso, ficaram na memória.; a História deveria se preocupar em memorizar os nomes de reis ou dos governantes das civilizações que se desenvolveram ao longo do tempo.; grandes monumentos históricos foram construídos por trabalhadores, mas sua memória está vinculada aos governantes das sociedades que os construíram.; os trabalhadores consideram que a História é uma ciência de difícil compreensão, pois trata de sociedades antigas e distantes no tempo.; as civilizações citadas no texto, embora muito importantes, permanecem sem terem sido alvos de pesquisas históricas.;;;
23;CH;72699;B;25.0;0;;0.90062;1.10916;0.18432;AZUL;85;23_CH_AZUL;2010.0;AZUL;PAPEL;23.0;CH;Negro, filho de escrava e fidalgo português, o baiano Luiz Gama fez da lei e das letras suas armas na luta pela liberdade. Foi vendido ilegalmente como escravo pelo seu pai para cobrir dívidas de jogo. Sabendo ler e escrever, aos 18 anos de idade conseguiu provas de que havia nascido livre. Autodidata, advogado sem diploma, fez do direito o seu ofício e transformou-se, em pouco tempo, em proeminente advogado da causa abolicionista.AZEVEDO, E. O Orfeu de carapinha. In: Revista deHistória.Ano 1, n.o 3. Rio de Janeiro: Biblioteca Nacional, jan. 2004 (adaptado). A conquista da liberdade pelos afro-brasileiros na segunda metade do séc. XIX foi resultado de importantes lutas sociais condicionadas historicamente. A biografia de Luiz Gama exemplifica a A impossibilidade de ascensão social do negro forro em uma sociedade escravocrata, mesmo sendo alfabetizado. B extrema dificuldade de projeção dos intelectuais negros nesse contexto e a utilização do Direito como canal de luta pela liberdade. C rigidez de uma sociedade, assentada na escravidão, que inviabilizava os mecanismos de ascensão social. D possibilidade de ascensão social, viabilizada pelo apoio das elites dominantes, a um mestiço filho de pai português. E troca de favores entre um representante negro e a elite agrária escravista que outorgara o direito advocatício ao mesmo. ;Negro, filho de escrava e fidalgo português, o baiano Luiz Gama fez da lei e das letras suas armas na luta pela liberdade. Foi vendido ilegalmente como escravo pelo seu pai para cobrir dívidas de jogo. Sabendo ler e escrever, aos 18 anos de idade conseguiu provas de que havia nascido livre. Autodidata, advogado sem diploma, fez do direito o seu ofício e transformou-se, em pouco tempo, em proeminente advogado da causa abolicionista.AZEVEDO, E. O Orfeu de carapinha. In: Revista deHistória.Ano 1, n.o 3. Rio de Janeiro: Biblioteca Nacional, jan. 2004 (adaptado). A conquista da liberdade pelos afro-brasileiros na segunda metade do séc. XIX foi resultado de importantes lutas sociais condicionadas historicamente. A biografia de Luiz Gama exemplifica a; impossibilidade de ascensão social do negro forro em uma sociedade escravocrata, mesmo sendo alfabetizado.; extrema dificuldade de projeção dos intelectuais negros nesse contexto e a utilização do Direito como canal de luta pela liberdade.; rigidez de uma sociedade, assentada na escravidão, que inviabilizava os mecanismos de ascensão social.; possibilidade de ascensão social, viabilizada pelo apoio das elites dominantes, a um mestiço filho de pai português.; troca de favores entre um representante negro e a elite agrária escravista que outorgara o direito advocatício ao mesmo.;;;
